"","TF","Target","mode","references"
"5600","POU2F2","HBB","Unknown","2302733"
"5601","POU2F2","HLA-DOB","Unknown","12938212"
"5602","POU2F2","HLA-DRA","Unknown","7629508"
"5603","POU2F2","ID2","Unknown","24801987"
"5604","POU2F2","IL5","Unknown","10491186"
"5605","POU2F2","SPI1","Unknown","12592383"
"5606","POU2F2","SPIB","Unknown","24801987"
"5607","POU2F2","SPP1","Unknown","11126367"
"5608","POU2F2","TK1","Activation","15831936"
"5609","POU2F2","TRA","Unknown","11385613"
"5610","POU2F3","SPRR2A","Unknown","8816448"
"5611","POU3F1","GNRH1","Unknown","9032292"
"5612","POU3F2","CDH13","Unknown","23069940"
"5613","POU3F2","DDC","Unknown","9602135"
"5614","POU3F2","FABP7","Unknown","21771320"
"5615","POU3F2","FOXP2","Unknown","23197593"
"5616","POU3F2","GNRH1","Activation","11875100"
"5617","POU3F2","MITF","Unknown","18628967"
"5618","POU3F2","NKX2-1","Unknown","23358112"
"5619","POU3F2","PAX3","Unknown","22290434"
"5620","POU3F2","PDE5A","Repression","21215707"
"5621","POU3F4","GCG","Unknown","21824252"
"5622","POU4F1","HPSE","Unknown","16112651"
"5623","POU4F1","HSP90AA1","Activation","15818685"
"5624","POU4F2","CCND1","Activation","17637757"
"5625","POU4F2","HSP90AA1","Activation","15818685"
"5626","POU5F1","BMP4","Repression","17068183"
"5627","POU5F1","CDKN1A","Repression","19968627"
"5628","POU5F1","CDX2","Repression","17068183"
"5629","POU5F1","DDC","Unknown","9602135"
"5630","POU5F1","DKK1","Repression","17068183"
"5631","POU5F1","DLX5","Repression","17068183"
"5632","POU5F1","EOMES","Repression","17068183"
"5633","POU5F1","FGF4","Activation","10801796"
"5634","POU5F1","GADD45A","Unknown","11704867"
"5635","POU5F1","GATA6","Repression","14990861;17068183"
"5636","POU5F1","HLX","Repression","17068183"
"5637","POU5F1","ID2","Repression","17068183"
"5638","POU5F1","ITGA6","Activation","22311737"
"5639","POU5F1","L1TD1","Unknown","22162396"
"5640","POU5F1","LEFTY1","Activation","17068183"
"5641","POU5F1","NANOG","Activation","17068183"
"5642","POU5F1","NANOG","Unknown","18338330"
"5643","POU5F1","SEMA6A","Unknown","17671748"
"5644","POU5F1","SOX2","Activation","17068183"
"5645","POU5F1","SPP1","Activation","11891324"
"5646","POU5F1","TBXT","Repression","17068183"
"5647","POU5F1","TBX18","Repression","17068183"
"5648","POU5F1","TDGF1","Activation","17068183"
"5649","POU5F1","THY1","Activation","17068183"
"5650","POU5F1","ZFP42","Activation","17068183"
"5651","PPARA","ACADL","Unknown","20110263"
"5652","PPARA","ACOX1","Unknown","20110263"
"5653","PPARA","ACSL1","Repression","17150915"
"5654","PPARA","ANGPTL4","Activation","12099716;15190076"
"5655","PPARA","APOA4","Unknown","19433068"
"5656","PPARA","APOA5","Unknown","16448983"
"5657","PPARA","APOB","Activation","11925428"
"5658","PPARA","APOB","Repression","16542871"
"5659","PPARA","APOBR","Repression","12700342"
"5660","PPARA","APOC3","Repression","10494028"
"5661","PPARA","APOC3","Unknown","11007963"
"5662","PPARA","CD36","Unknown","16713233;20110263"
"5663","PPARA","CETP","Activation","18481130"
"5664","PPARA","CGB5","Unknown","11564716"
"5665","PPARA","CPT1A","Repression","17150915"
"5666","PPARA","CYP1A1","Activation","15521013"
"5667","PPARA","CYP2C9","Repression","20178979"
"5668","PPARA","FABP4","Unknown","19717768"
"5669","PPARA","G0S2","Unknown","20110263"
"5670","PPARA","HMOX1","Unknown","17413033"
"5671","PPARA","IGFBP1","Unknown","20110263"
"5672","PPARA","IL6","Unknown","15001458"
"5673","PPARA","IL6R","Repression","14764586"
"5674","PPARA","LPL","Activation","10634806"
"5675","PPARA","MLYCD","Unknown","16434556"
"5676","PPARA","MMP9","Repression","21840940"
"5677","PPARA","NFKBIA","Activation","14976045"
"5678","PPARA","NFKBIA","Unknown","11981037"
"5679","PPARA","PDK4","Activation","15955060"
"5680","PPARA","PLIN2","Repression","17150915"
"5681","PPARA","PTGS2","Activation","11412039"
"5682","PPARA","SERPINE1","Activation","15631825"
"5683","PPARA","SERPINE1","Unknown","12667383"
"5684","PPARA","SLC25A20","Unknown","19748481"
"5685","PPARA","SLC9A1","Unknown","19958503"
"5686","PPARA","SOD2","Unknown","19958503"
"5687","PPARA","SREBF2","Repression","16946405"
"5688","PPARA","STAT5A","Unknown","21542777"
"5689","PPARA","SULT2A1","Unknown","20110263"
"5690","PPARA","TUBA1B","Unknown","23029400"
"5691","PPARA","TXNIP","Repression","18848838"
"5692","PPARA","UCP1","Repression","11875072"
"5693","PPARA","UGT1A9","Activation","12582161"
"5694","PPARD","ANG","Repression","17511960"
"5695","PPARD","ANGPTL4","Repression","15190076"
"5696","PPARD","CAT","Activation","18048767"
"5697","PPARD","HSD11B2","Repression","15591138"
"5698","PPARD","LPL","Activation","10634806"
"5699","PPARD","PDK4","Activation","15955060"
"5700","PPARD","SAT1","Activation","14506281"
"5701","PPARD","SOD1","Activation","18048767"
"5702","PPARD","TIMP1","Activation","17511960"
"5703","PPARD","TXN","Activation","18048767"
"5704","PPARG","ABCG2","Activation","16785230"
"5705","PPARG","ACAT1","Activation","19049899"
"5706","PPARG","ADIPOQ","Activation","20484463"
"5707","PPARG","ADIPOQ","Unknown","18373719;19833717"
"5708","PPARG","AGER","Repression","18855759"
"5709","PPARG","ANGPTL4","Activation","15190076"
"5710","PPARG","ANGPTL4","Unknown","14570927"
"5711","PPARG","APOB","Repression","16542871"
"5712","PPARG","APOBR","Repression","12700342"
"5713","PPARG","ATP2A2","Unknown","22240811"
"5714","PPARG","BAD","Activation","14960510"
"5715","PPARG","BCL2","Activation","15067355"
"5716","PPARG","BCL2","Repression","14960510"
"5717","PPARG","BCL2L1","Repression","14960510"
"5718","PPARG","BRS3","Activation","17355223"
"5719","PPARG","CAT","Unknown","20075562"
"5720","PPARG","CAV1","Unknown","17764562"
"5721","PPARG","CCND1","Repression","15041706;15193259;15486348"
"5722","PPARG","CCNE1","Repression","14960510"
"5723","PPARG","CD36","Activation","11795270"
"5724","PPARG","CD36","Unknown","15104237;17322100"
"5725","PPARG","CD83","Activation","15356156"
"5726","PPARG","CDKN1A","Activation","15041706"
"5727","PPARG","CEBPA","Unknown","15867211"
"5728","PPARG","CFLAR","Repression","17172826"
"5729","PPARG","CIITA","Activation","19358337"
"5730","PPARG","CIITA","Repression","11861426;17611194"
"5731","PPARG","CLDN2","Unknown","16688762"
"5732","PPARG","CPT1B","Activation","15356291"
"5733","PPARG","CSF1","Repression","18566389"
"5734","PPARG","DBI","Unknown","12015306"
"5735","PPARG","DEFB103A","Unknown","20970965"
"5736","PPARG","EGFR","Repression","15486348"
"5737","PPARG","ERO1A","Activation","18177270"
"5738","PPARG","ERP44","Activation","20484463"
"5739","PPARG","ERP44","Repression","20484463"
"5740","PPARG","FABP4","Activation","11574398"
"5741","PPARG","FABP4","Unknown","17322100;21047783"
"5742","PPARG","FASLG","Activation","18293083"
"5743","PPARG","FGF1","Unknown","22522926"
"5744","PPARG","GDF15","Unknown","14662774"
"5745","PPARG","GK","Activation","14749268"
"5746","PPARG","HMOX1","Unknown","17413033"
"5747","PPARG","ICAM1","Repression","17425601"
"5748","PPARG","JAG1","Unknown","20436223"
"5749","PPARG","KLF4","Unknown","23275339"
"5750","PPARG","LIPE","Activation","16269451"
"5751","PPARG","MMP1","Unknown","15090544"
"5752","PPARG","MMP9","Repression","20021931"
"5753","PPARG","MYC","Repression","11973610"
"5754","PPARG","NOTCH4","Unknown","20436223"
"5755","PPARG","NR1H3","Unknown","11604492"
"5756","PPARG","PDK2","Repression","15955060"
"5757","PPARG","PLIN2","Activation","11420178;16403437"
"5758","PPARG","PLIN2","Unknown","17322100;19571381"
"5759","PPARG","POU2F1","Activation","12881480"
"5760","PPARG","PTEN","Activation","11378386;16425225;16775433;20198337"
"5761","PPARG","PTGS2","Activation","11412039"
"5762","PPARG","PTGS2","Repression","14555539;16506021"
"5763","PPARG","PTGS2","Unknown","10827178;11278336"
"5764","PPARG","RARB","Activation","12839938"
"5765","PPARG","REN","Repression","18483152"
"5766","PPARG","REN","Unknown","17785633"
"5767","PPARG","RETN","Activation","20360975"
"5768","PPARG","RETN","Unknown","12504108"
"5769","PPARG","SAT1","Activation","14506281"
"5770","PPARG","SAT1","Unknown","14750214"
"5771","PPARG","SERPINE1","Unknown","10073956"
"5772","PPARG","SLC2A4","Repression","16670091"
"5773","PPARG","SLC5A5","Activation","17614769"
"5774","PPARG","SLC9A1","Repression","19887620"
"5775","PPARG","SOCS7","Unknown","20357037"
"5776","PPARG","TG","Repression","17614769"
"5777","PPARG","TNFRSF11B","Unknown","12056809"
"5778","PPARG","TP53","Activation","14960510;16887883"
"5779","PPARG","TSHR","Repression","17614769"
"5780","PPARG","TXNIP","Unknown","19808645"
"5781","PPARG","UGT1A9","Activation","12582161"
"5782","PPARG","VLDLR","Activation","19861583"
"5783","PPARGC1A","ALDOB","Activation","16891307"
"5784","PPARGC1A","APOA5","Activation","16891307"
"5785","PPARGC1A","APOC3","Activation","16891307"
"5786","PPARGC1A","CYP2C9","Unknown","16882880"
"5787","PPARGC1A","CYP7A1","Activation","16891307"
"5788","PPARGC1A","MFN2","Activation","17828388"
"5789","PPARGC1A","MLYCD","Unknown","16434556"
"5790","PPARGC1A","OTC","Activation","16891307"
"5791","PPARGC1A","PCK2","Activation","16891307"
"5792","PRDM1","CIITA","Repression","16765445;16982896;17300840"
"5793","PRDM1","GCSAM","Repression","21722313"
"5794","PRDM1","LMO2","Repression","21722313"
"5795","PRDM1","MKI67","Unknown","20530581"
"5796","PRDM1","MYC","Repression","10713181;12032779"
"5797","PRDM1","PCNA","Unknown","20530581"
"5798","PRDM14","POU5F1","Activation","20953172"
"5799","PRDM2","KMT5A","Unknown","24423864"
"5800","PREB","CCL2","Unknown","19426980"
"5801","PREB","PRL","Unknown","20411477"
"5802","PROX1","AKT2","Repression","22982861"
"5803","PROX1","CCNE1","Activation","21040746"
"5804","PROX1","CDKN1B","Activation","17069925"
"5805","PROX1","CDKN1C","Activation","17069925"
"5806","PROX1","CYP7A1","Repression","23626788"
"5807","PROX1","IFNG","Repression","20064070"
"5808","PROX1","NR1I2","Repression","22023334"
"5809","PROX1","NR5A2","Repression","19264593"
"5810","PROX1","RGS4","Repression","22942256"
"5811","PROX1","SIX3","Activation","11554737"
"5812","PROX1","TWIST1","Repression","22982861"
"5813","PTF1A","CEL","Unknown","11023822"
"5814","PTMA","CDKN1A","Unknown","16540664"
"5815","PTMA","IDO1","Activation","21176371;21575365"
"5816","PTMA","IDO2","Activation","21176371;21575365"
"5817","PTMA","TLR9","Repression","21176371;21575365"
"5818","PTTG1","CCNB1","Activation","22475756"
"5819","PTTG1","CDC42","Activation","22081074"
"5820","PTTG1","CDK1","Activation","22475756"
"5821","PTTG1","DOCK1","Activation","22081074"
"5822","PTTG1","FGF2","Unknown","12213878"
"5823","PTTG1","ID3","Activation","16926250"
"5824","PTTG1","KDR","Activation","16926250"
"5825","PTTG1","LGALS1","Activation","19351864"
"5826","PTTG1","MYC","Activation","22475756"
"5827","PTTG1","MYC","Unknown","11115508"
"5828","PTTG1","PTTG1IP","Activation","15886233"
"5829","PTTG1","RAC1","Activation","22081074"
"5830","PTTG1","RHOA","Activation","22081074"
"5831","PTTG1","S100A4","Activation","19351864"
"5832","PTTG1","TIMP2","Repression","19351864"
"5833","PTTG1","VEGFA","Activation","12213878;16926250"
"5834","PURA","AR","Repression","18413735;19790234"
"5835","PURA","ERBB2","Unknown","22899247"
"5836","PURA","FAS","Repression","10903433"
"5837","PURA","PCNA","Repression","18386260"
"5838","RAD51","SP1","Activation","18769160"
"5839","RARA","ABCC3","Repression","17272513"
"5840","RARA","ANXA8","Repression","1313714"
"5841","RARA","CCNA1","Repression","11090075"
"5842","RARA","CDKN1A","Activation","10356361"
"5843","RARA","CRABP1","Activation","18000064"
"5844","RARA","CRH","Activation","19596122"
"5845","RARA","CXCR5","Activation","14993281"
"5846","RARA","CYP1A1","Unknown","15325265"
"5847","RARA","ETS1","Unknown","11327309"
"5848","RARA","FGFBP1","Activation","11077050"
"5849","RARA","GNRH2","Unknown","17451432"
"5850","RARA","HCK","Unknown","21993313"
"5851","RARA","HNF4A","Unknown","11585914"
"5852","RARA","HSD17B2","Activation","18270252"
"5853","RARA","HSD17B2","Unknown","17538076"
"5854","RARA","ICAM1","Activation","1355009"
"5855","RARA","MACROD1","Repression","19698236"
"5856","RARA","MAOB","Unknown","19401466"
"5857","RARA","MUC5AC","Repression","11171071"
"5858","RARA","NR1I3","Activation","20211151"
"5859","RARA","PLAU","Unknown","10361124"
"5860","RARA","PRKCA","Activation","11525643"
"5861","RARA","RARB","Activation","10629091"
"5862","RARA","RPTOR","Unknown","21060808"
"5863","RARA","SCD","Activation","11397803"
"5864","RARA","SFTPB","Unknown","10070102"
"5865","RARA","THBD","Activation","9269772"
"5866","RARA","THBD","Unknown","11036068"
"5867","RARB","ADH5","Unknown","1996113"
"5868","RARB","RARB","Activation","12767074"
"5869","RARB","THBD","Unknown","11036068"
"5870","RARG","BGLAP","Activation","9113387"
"5871","RARG","CYP19A1","Unknown","11973645"
"5872","RARG","ICAM1","Activation","1355009"
"5873","RARG","RARB","Unknown","1310259"
"5874","RARG","THBD","Unknown","11036068"
"5875","RB1","ATF2","Unknown","7702750"
"5876","RB1","BIRC5","Unknown","18504435"
"5877","RB1","BRCA1","Repression","20068145"
"5878","RB1","CDH1","Unknown","12391156"
"5879","RB1","CDK1","Unknown","8270002"
"5880","RB1","CDKN1A","Activation","14527674"
"5881","RB1","CDKN1A","Repression","9671466"
"5882","RB1","DDIT3","Unknown","20971808"
"5883","RB1","DHFR","Repression","9671466"
"5884","RB1","DNMT3A","Repression","22733537"
"5885","RB1","E2F1","Repression","12460790;1534305;21602887;9326598;9400991;9671466"
"5886","RB1","E2F1","Unknown","11939591;8575214"
"5887","RB1","E2F2","Repression","9671466"
"5888","RB1","E2F3","Repression","20428827"
"5889","RB1","EBNA1BP2","Activation","22169551"
"5890","RB1","ELF1","Unknown","7702750"
"5891","RB1","FGFR1","Repression","19303924"
"5892","RB1","FOS","Repression","1909121"
"5893","RB1","FOS","Unknown","7680889"
"5894","RB1","HBP1","Unknown","16966377"
"5895","RB1","IGF1","Unknown","18281476"
"5896","RB1","MAP3K5","Unknown","19610065"
"5897","RB1","MYC","Repression","10200487;9671466"
"5898","RB1","MYC","Unknown","7680889"
"5899","RB1","PCNA","Repression","9671466"
"5900","RB1","PPARG","Unknown","20971808"
"5901","RB1","RB1","Repression","8264596"
"5902","RB1","RBL1","Repression","9671466"
"5903","RB1","SFTPD","Activation","11596110"
"5904","RB1","SP1","Unknown","7702750"
"5905","RB1","TFDP1","Repression","8223441"
"5906","RB1","TGFBI","Unknown","7680889"
"5907","RB1","TP53BP2","Unknown","19610065"
"5908","RB1","VEGFA","Activation","16007189"
"5909","RB1","WRN","Unknown","11896071"
"5910","RB1CC1","CDKN2A","Unknown","21637919"
"5911","RB1CC1","RB1","Activation","12095676"
"5912","RB1CC1","RB1","Unknown","14533007;20614030"
"5913","RBBP7","CDH1","Repression","20714342"
"5914","RBL1","BRCA1","Repression","17106239"
"5915","RBL1","CCNA2","Repression","8642699"
"5916","RBL1","HIST1H2AE","Repression","8628255"
"5917","RBL1","MYC","Unknown","17132729;9797456"
"5918","RBL1","TFDP1","Repression","8223441"
"5919","RBL2","BRCA1","Repression","17106239;21701264"
"5920","RBL2","DNMT3B","Repression","24316981"
"5921","RBL2","E2F4","Unknown","8575214"
"5922","RBL2","RAD51","Repression","21701264"
"5923","RBMX","EGR1","Repression","16707624"
"5924","RBMX","FOS","Repression","16707624"
"5925","RBMX","FOSL1","Repression","16707624"
"5926","RBMX","JUNB","Repression","16707624"
"5927","RBMX","JUND","Repression","16707624"
"5928","RBMX","KIT","Repression","16707624"
"5929","RBMX","ROS1","Repression","16707624"
"5930","RBMX","TXNIP","Activation","16707624"
"5931","RBPJ","CR2","Unknown","19487031"
"5932","RBPJ","IL6","Activation","10329846"
"5933","RBPJ","IL6","Unknown","9516466"
"5934","RBPJ","NFKB1","Unknown","14570916"
"5935","RBPJ","PTEN","Repression","17245125"
"5936","REL","BCL2A1","Activation","11880364"
"5937","REL","BIRC3","Activation","11880364"
"5938","REL","CCL2","Activation","10469356;9388261"
"5939","REL","CCL5","Unknown","11259372"
"5940","REL","CD40LG","Unknown","11160303"
"5941","REL","CDKN1A","Activation","15566959"
"5942","REL","CRP","Unknown","18684932"
"5943","REL","CSRP1","Activation","14522018"
"5944","REL","EPHB2","Repression","19621336"
"5945","REL","F3","Unknown","11057875"
"5946","REL","ICAM1","Unknown","10706725;10837365;10926553"
"5947","REL","IER3","Unknown","12360408"
"5948","REL","IL10","Unknown","9310124"
"5949","REL","IL12B","Unknown","10657616"
"5950","REL","IL1B","Activation","8413223"
"5951","REL","IL2","Unknown","8920856"
"5952","REL","IL2RA","Activation","1508203"
"5953","REL","IL6","Repression","1372388"
"5954","REL","KLK3","Unknown","17011549"
"5955","REL","SELE","Activation","12408953"
"5956","REL","SOD2","Activation","11880364"
"5957","REL","TNFAIP3","Activation","11880364"
"5958","RELA","ABCA1","Repression","17135302"
"5959","RELA","ABCB1","Activation","19763573"
"5960","RELA","ABCB1","Unknown","18234965"
"5961","RELA","ABCG2","Activation","10342828"
"5962","RELA","ADORA1","Activation","9547356"
"5963","RELA","ADORA2A","Unknown","17082635"
"5964","RELA","ADORA3","Unknown","17216675"
"5965","RELA","AGER","Activation","18622638;19616578"
"5966","RELA","AGT","Unknown","10628750;8613256"
"5967","RELA","AKT1","Repression","18031796"
"5968","RELA","AKT2","Repression","20514445"
"5969","RELA","ALOX5","Repression","15517885"
"5970","RELA","ALOX5AP","Unknown","20194722"
"5971","RELA","AMH","Activation","15383177"
"5972","RELA","AR","Repression","14715080;15517885"
"5973","RELA","AR","Unknown","16619263"
"5974","RELA","BACE1","Repression","17385716"
"5975","RELA","BAD","Activation","20596645"
"5976","RELA","BAX","Repression","18158998"
"5977","RELA","BAX","Unknown","20056115"
"5978","RELA","BCL2","Activation","14978135;18158998;19259124;20446017;21503108"
"5979","RELA","BCL2","Repression","15120608;18031796;18566231"
"5980","RELA","BCL2","Unknown","14739605;16022909;16453001;17673602;18761399;19233129;20103608;20332461"
"5981","RELA","BCL2A1","Activation","11880364;19343319"
"5982","RELA","BCL2A1","Unknown","10733571;17000776"
"5983","RELA","BCL2L1","Activation","12226754;14978135;15756023;15856023;15986355;16904634;18223231;20066113;20585448"
"5984","RELA","BCL2L1","Repression","15231833"
"5985","RELA","BCL2L1","Unknown","10733571;10925251;14739605;16453001;17673602"
"5986","RELA","BCL2L11","Repression","18223231"
"5987","RELA","BCL3","Activation","11387332"
"5988","RELA","BDKRB1","Unknown","15705059"
"5989","RELA","BGN","Activation","15536164"
"5990","RELA","BHMT","Repression","16953798"
"5991","RELA","BIRC2","Activation","12010810;15756023"
"5992","RELA","BIRC2","Repression","18566231"
"5993","RELA","BIRC2","Unknown","12687011;15050749;16453001;17673602;20103608"
"5994","RELA","BIRC3","Activation","10733571;11297551;11880364;12010810;19343319"
"5995","RELA","BIRC3","Repression","15231833;15723831;18566231"
"5996","RELA","BIRC3","Unknown","10823821;15050749;17000776;17673602"
"5997","RELA","BIRC5","Activation","17553314"
"5998","RELA","BIRC5","Unknown","14739605;20126979"
"5999","RELA","BMP2","Activation","16835229"
"6000","RELA","BRCA2","Activation","10961992"
"6001","RELA","BTG2","Unknown","17363596"
"6002","RELA","BTS1","Unknown","9030974"
"6003","RELA","CARD8","Unknown","17878386"
"6004","RELA","CARM1","Unknown","20462455"
"6005","RELA","CASP3","Unknown","20056115"
"6006","RELA","CASP9","Unknown","20056115"
"6007","RELA","CCK","Unknown","11022044"
"6008","RELA","CCL11","Activation","16604092"
"6009","RELA","CCL11","Unknown","10586089;11076795;14660485"
"6010","RELA","CCL13","Unknown","10049733"
"6011","RELA","CCL19","Unknown","17182562"
"6012","RELA","CCL2","Activation","10530453;12488502;12647268;16206198;16764699;17452470;20200316;9388261"
"6013","RELA","CCL2","Unknown","10744656;11006087;11949945;12218154;14631383;15950427;16040075;16730843;16818736;8617886"
"6014","RELA","CCL20","Activation","11749970"
"6015","RELA","CCL20","Unknown","22240809"
"6016","RELA","CCL22","Activation","17018379"
"6017","RELA","CCL3","Activation","16982926"
"6018","RELA","CCL3","Unknown","11342414;17707233"
"6019","RELA","CCL4","Unknown","11342414"
"6020","RELA","CCL5","Activation","11478739;9120310"
"6021","RELA","CCL5","Unknown","11259372;11389171;11413310;12122011;19786024"
"6022","RELA","CCNB1","Activation","11861406"
"6023","RELA","CCNB1","Unknown","19610058"
"6024","RELA","CCND1","Activation","10409765;10464245;11861406;15756023;15856023;17407600;18341653;19263436;22306268"
"6025","RELA","CCND1","Repression","18566231"
"6026","RELA","CCND1","Unknown","12894581;16453001;17673602;17944672;18184402;19766095;20103608;20538607"
"6027","RELA","CCND2","Activation","18504428;21790895"
"6028","RELA","CCR2","Activation","19156404"
"6029","RELA","CCR3","Activation","16604092"
"6030","RELA","CCR5","Unknown","12745546;19469019;9840284"
"6031","RELA","CCR7","Activation","11830455;19164127"
"6032","RELA","CCR7","Unknown","22158872"
"6033","RELA","CD28","Unknown","16365455"
"6034","RELA","CD38","Unknown","17322278;18341691;18441094"
"6035","RELA","CD40","Activation","19164127;9733827"
"6036","RELA","CD40","Unknown","11313274;17031478"
"6037","RELA","CD40LG","Unknown","11160303;11529914;21243522"
"6038","RELA","CD58","Activation","9733827"
"6039","RELA","CD69","Unknown","10480634"
"6040","RELA","CD74","Unknown","8164652"
"6041","RELA","CD80","Activation","11359799;12860928"
"6042","RELA","CD83","Activation","19164127"
"6043","RELA","CD86","Activation","15895390;15949284;18929846;19164127"
"6044","RELA","CD86","Unknown","10586028"
"6045","RELA","CDH1","Activation","20683022"
"6046","RELA","CDK4","Activation","18425349"
"6047","RELA","CDK6","Activation","18504428"
"6048","RELA","CDKN1A","Activation","18269916"
"6049","RELA","CDKN1A","Repression","18954936"
"6050","RELA","CEACAM1","Activation","11306560"
"6051","RELA","CFI","Activation","10630630"
"6052","RELA","CFLAR","Activation","15986355;19343319"
"6053","RELA","CFLAR","Repression","15723831"
"6054","RELA","CFLAR","Unknown","18222423"
"6055","RELA","CFTR","Activation","11114294"
"6056","RELA","COL1A1","Unknown","11277268"
"6057","RELA","COL1A2","Repression","10201951"
"6058","RELA","COL2A1","Repression","19022820"
"6059","RELA","COL7A1","Unknown","10086338"
"6060","RELA","COX1","Unknown","19570036"
"6061","RELA","CR2","Unknown","12444129"
"6062","RELA","CREB3","Unknown","17296613"
"6063","RELA","CRHR1","Activation","20233629"
"6064","RELA","CRP","Activation","12667216;17704137"
"6065","RELA","CRP","Unknown","17513780"
"6066","RELA","CSF1","Activation","18566389"
"6067","RELA","CSF1","Unknown","11949945"
"6068","RELA","CSF2","Unknown","18285351"
"6069","RELA","CSNK2A1","Unknown","19027835"
"6070","RELA","CTSB","Activation","15102937;18598236"
"6071","RELA","CXCL1","Activation","10530453;15958549"
"6072","RELA","CXCL1","Unknown","11112786;16040075"
"6073","RELA","CXCL10","Activation","16982926;20164184;24701034"
"6074","RELA","CXCL10","Unknown","16818736;19479051;24257594"
"6075","RELA","CXCL12","Activation","17530707"
"6076","RELA","CXCL2","Unknown","17363596"
"6077","RELA","CXCL5","Unknown","11559712"
"6078","RELA","CXCL8","Activation","10506755;10530453;11297551;11564889;12058956;15350531;15387324;15688424;15958549;16764699;17040605;17041011;17917246;18074095;18996370;22340043;22891766;7876168"
"6079","RELA","CXCL8","Repression","15517885;8413215"
"6080","RELA","CXCL8","Unknown","10477716;11120852;11342414;11953364;12218154;12485925;12643600;12707271;12716652;14631383;14670967;15289496;15950427;16004996;16105834;16803583;17045242;18281166;19376732;19732956;19786024;19837667;19966855;8617886;8878392;9698090"
"6081","RELA","CXCR2","Activation","19156404"
"6082","RELA","CXCR2","Unknown","18555777"
"6083","RELA","CXCR4","Activation","12690099;16267013;20068066"
"6084","RELA","CXCR4","Unknown","20157762"
"6085","RELA","CYP19A1","Repression","15459115;18519709"
"6086","RELA","CYP1A1","Unknown","19928584"
"6087","RELA","CYP27B1","Unknown","19928584"
"6088","RELA","CYP2E1","Unknown","19928584"
"6089","RELA","CYP3A4","Unknown","16608838"
"6090","RELA","CYP3A7","Unknown","19928584"
"6091","RELA","DEFB4A","Unknown","11207625"
"6092","RELA","DRD2","Unknown","17317773;18354387"
"6093","RELA","E2F1","Unknown","16725311"
"6094","RELA","EBI3","Activation","9733827"
"6095","RELA","EDN1","Unknown","21334436"
"6096","RELA","EGFR","Activation","17881446"
"6097","RELA","EGR1","Repression","21983014"
"6098","RELA","ELF3","Unknown","12746898"
"6099","RELA","EPAS1","Activation","20495570"
"6100","RELA","EPCAM","Repression","11505407"
"6101","RELA","ERAP1","Unknown","20103633"
"6102","RELA","ERAP2","Unknown","20103633"
"6103","RELA","F3","Unknown","11057875;11157486;19167713;9867853"
"6104","RELA","F8","Unknown","10959692"
"6105","RELA","FAF1","Activation","17046979"
"6106","RELA","FAS","Activation","19628709;9733827"
"6107","RELA","FAS","Repression","16784892"
"6108","RELA","FAS","Unknown","10871852;16317104"
"6109","RELA","FASLG","Activation","12655294;16770006"
"6110","RELA","FASLG","Unknown","10671224;14563113;15160330"
"6111","RELA","FBP1","Unknown","11023824"
"6112","RELA","FGF7","Unknown","9869450"
"6113","RELA","FGF8","Activation","16683270"
"6114","RELA","VEGFD","Activation","18941249"
"6115","RELA","FLT4","Activation","19901262"
"6116","RELA","FN1","Activation","10649441;10867646"
"6117","RELA","FN1","Unknown","22223884"
"6118","RELA","FOXO3","Unknown","19299143"
"6119","RELA","FOXP3","Activation","20462637"
"6120","RELA","FOXP3","Unknown","23178569"
"6121","RELA","GADD45G","Unknown","23681230"
"6122","RELA","GATA3","Activation","20660789"
"6123","RELA","GCLC","Unknown","11233143"
"6124","RELA","GFAP","Activation","16516312"
"6125","RELA","GFAP","Unknown","20471977"
"6126","RELA","GKN2","Repression","17595528"
"6127","RELA","GNRH2","Repression","17451432"
"6128","RELA","GRIN1","Unknown","15950782"
"6129","RELA","GSK3A","Unknown","11579131"
"6130","RELA","GSTP1","Activation","15013838"
"6131","RELA","GTF2B","Activation","7706261"
"6132","RELA","HBEGF","Activation","22641673"
"6133","RELA","HDAC1","Unknown","23027620"
"6134","RELA","HDAC7","Unknown","21243522"
"6135","RELA","HES1","Unknown","17876798"
"6136","RELA","HIF1A","Unknown","18498249"
"6137","RELA","HLA-A","Activation","19428110"
"6138","RELA","HLA-F","Unknown","11137213"
"6139","RELA","HMOX1","Unknown","8016102"
"6140","RELA","HPSE","Activation","14558943;17715045"
"6141","RELA","HSD11B2","Activation","15659537"
"6142","RELA","HYAL1","Activation","18718911"
"6143","RELA","ICAM1","Activation","10092659;10946302;11463837;11877286;16317091;16385502;17121934;19074768;19351910;20173029;22001597;22708120;9733827;9888295;9916895"
"6144","RELA","ICAM1","Unknown","10228026;10837365;10926553;11401521;12490396;12691701;15800027;15843586;16105834;16453001;18285351;18928584;20103608;9192770"
"6145","RELA","IER3","Unknown","12360408"
"6146","RELA","IFNA1","Activation","8035474"
"6147","RELA","IFNA1","Unknown","15331713"
"6148","RELA","IFNB1","Activation","10074115;12077266;17496231"
"6149","RELA","IFNB1","Unknown","15955070;16125763;17079305;22547704"
"6150","RELA","IFNG","Activation","17407192;18690006"
"6151","RELA","IFNG","Unknown","21243522;9374532"
"6152","RELA","IGF2BP2","Unknown","17426251"
"6153","RELA","IL10","Activation","19124729"
"6154","RELA","IL12A","Activation","18690006"
